## trace file of population Pi values from gsi_sim.  NumBurnIn= 50000  NumSweeps= 20000 ThinningInterval= 20
SweepNumber	KANDR03	KANVI07	KAROL05	KBIGCK04	KBIGS07	KEEK05	KGAGA06	KGEOR05	KGISA01	KGOLS06	KGONF06	KHENS01	KIOW10	KKANE05	KKANT05	KKISA05	KKLUTU09	KKOGR05	KKOGR07	KKOKT10	KNECO07	KNORTH10	KPILG0506	KSALC05	KSALM06	KSTUY09	KTOGRT09	KTUBU09
58060	0.04282304	0.02228550	0.02093530	0.02357328	0.02378963	0.03434538	0.03991863	0.04949643	0.03969822	0.02781316	0.03252167	0.04336801	0.01691965	0.05091188	0.04052156	0.04566691	0.05242457	0.01992411	0.03536244	0.03502022	0.04959864	0.02508751	0.02337681	0.04558936	0.03601028	0.04340563	0.04380678	0.03580542
58080	0.05087339	0.01690209	0.01561152	0.02962773	0.03489335	0.03329721	0.04126006	0.03070168	0.05242366	0.02831042	0.02984741	0.03812337	0.01779047	0.05768951	0.04039211	0.03563729	0.04781149	0.02294895	0.03450880	0.03725122	0.03658928	0.03080104	0.02474093	0.03982167	0.04979658	0.03453031	0.05558786	0.03223057
58100	0.03789730	0.02452380	0.02386756	0.02644669	0.03185270	0.04504453	0.03130868	0.03625256	0.03937240	0.02743038	0.04508445	0.03885065	0.01517248	0.03968015	0.04011911	0.03570198	0.05454892	0.01110421	0.04055928	0.04072560	0.04377936	0.02777052	0.02802515	0.04265399	0.04738544	0.03713888	0.04836327	0.03933994
58120	0.04628469	0.02184394	0.02433953	0.03205930	0.03298656	0.03438666	0.03198756	0.03623597	0.03697980	0.02800140	0.03516412	0.03333179	0.02275154	0.05070993	0.03915693	0.03761642	0.04051397	0.02781899	0.04952622	0.03766152	0.04823977	0.02550157	0.02259155	0.04024221	0.03479420	0.03119399	0.05598214	0.04209773
58140	0.04524447	0.02679707	0.03308786	0.02532490	0.02989006	0.04221314	0.03628464	0.03107571	0.04375148	0.02938000	0.03137556	0.03544871	0.02401985	0.04952977	0.03529771	0.04528623	0.03484105	0.02568660	0.04304341	0.03849954	0.03956158	0.03077778	0.01942675	0.03811740	0.03626887	0.04731657	0.04695284	0.03550042
58160	0.04610459	0.01743467	0.02421792	0.02250748	0.03205967	0.04687847	0.04772478	0.03384654	0.03223990	0.02100202	0.04738263	0.04400942	0.01683222	0.03350892	0.03488690	0.03230233	0.05407107	0.02188368	0.04285671	0.04049594	0.04838091	0.02593439	0.02132982	0.03899769	0.04200050	0.04217313	0.05522624	0.03371145
58180	0.05536735	0.01506507	0.02299287	0.02198276	0.03749323	0.03296957	0.03783404	0.03815451	0.03718231	0.02448461	0.03437423	0.03948299	0.02168860	0.04356637	0.04295985	0.03261164	0.04289398	0.03091571	0.03564667	0.04613925	0.04012455	0.03401190	0.02312403	0.04123060	0.04007218	0.04306473	0.04994014	0.03462626
58200	0.04455965	0.02500921	0.02989551	0.02234093	0.03239074	0.03653706	0.05178917	0.04009180	0.03905279	0.02268707	0.05010764	0.03129649	0.01526945	0.03161070	0.03834924	0.03655756	0.04060562	0.02202519	0.04851575	0.04007959	0.05574652	0.02714349	0.01989129	0.03761547	0.04794380	0.04277694	0.03747928	0.03263205
58220	0.05359091	0.01990712	0.02160915	0.03161760	0.03358173	0.04369318	0.04250070	0.03493286	0.04540007	0.03002346	0.02953657	0.03875490	0.01867686	0.04377444	0.03714696	0.04310274	0.04832765	0.02341671	0.03446071	0.03577784	0.03836394	0.02496845	0.02373257	0.03635615	0.03477011	0.04090487	0.04568611	0.04538564
58240	0.03935666	0.02605831	0.02844164	0.03635284	0.03305493	0.04951105	0.03663881	0.02506538	0.04395192	0.02433124	0.04405004	0.03886005	0.02168281	0.05655916	0.04131849	0.03341280	0.04135831	0.01361342	0.03949212	0.04014806	0.04412307	0.02741297	0.02342416	0.03564625	0.04170085	0.04094784	0.03869490	0.03479194
58260	0.03721126	0.01959184	0.02017560	0.02764000	0.02777885	0.03069477	0.04664462	0.02836300	0.03514229	0.02675532	0.04397925	0.03859459	0.02230359	0.05390226	0.03922336	0.04147469	0.06167106	0.02600671	0.03914659	0.03435074	0.04639409	0.02765244	0.02324697	0.03612069	0.04328278	0.03483737	0.05092824	0.03688704
58280	0.05142235	0.02076889	0.02724319	0.03622831	0.03412139	0.04167552	0.03748513	0.04318440	0.04147372	0.02303713	0.03774169	0.03445085	0.02375327	0.04533609	0.04042720	0.03766132	0.03814340	0.02166986	0.03848726	0.03887970	0.04642461	0.02276657	0.02243074	0.03607767	0.04654651	0.03733983	0.03872405	0.03649934
58300	0.04020195	0.02015816	0.03579575	0.02956637	0.03073160	0.04411482	0.04652725	0.03436200	0.04506057	0.02825736	0.04674004	0.04045625	0.01535473	0.03552922	0.03692494	0.03295892	0.04407509	0.01846283	0.03904502	0.03798395	0.04676378	0.02416186	0.02753846	0.04010549	0.03297247	0.03248029	0.05467629	0.03899452
58320	0.04262185	0.02285118	0.03038703	0.02655373	0.02879220	0.03712908	0.04101292	0.04359868	0.03918731	0.03043262	0.04349995	0.03839249	0.02815832	0.04219689	0.02960226	0.03593001	0.03165912	0.01851319	0.03523351	0.04559255	0.04760879	0.03233645	0.02536846	0.03800431	0.04264599	0.03258093	0.04913164	0.04097855
58340	0.04582939	0.01892061	0.02773206	0.02677158	0.03186880	0.02915394	0.03905809	0.03608367	0.03581447	0.02458567	0.04246164	0.04609799	0.01664807	0.05572785	0.03701872	0.04824535	0.04104774	0.01929917	0.04545434	0.03463017	0.04316802	0.02902420	0.02551485	0.04083791	0.04127545	0.03645488	0.04570809	0.03556729
58360	0.04470556	0.02042987	0.02200515	0.02184602	0.02612676	0.02827766	0.04240445	0.03402177	0.04415434	0.02635763	0.03915057	0.04312379	0.02957265	0.04519941	0.04100769	0.04516868	0.04702734	0.01782009	0.04990056	0.04386797	0.03925688	0.03207365	0.02298033	0.04655661	0.03211836	0.04472017	0.03290320	0.03722283
58380	0.05244223	0.02163199	0.02739188	0.03135630	0.03802060	0.04552984	0.03437302	0.03594182	0.03976645	0.02042275	0.02727567	0.03699317	0.02406223	0.04598434	0.04013971	0.03609096	0.04224055	0.01723560	0.03813284	0.04656941	0.04035489	0.02316630	0.02201108	0.04904013	0.02431557	0.05262790	0.05177535	0.03510738
58400	0.04593075	0.01374924	0.02581801	0.02315786	0.03274086	0.03263632	0.04566854	0.04604753	0.03935011	0.02074868	0.03322100	0.04196390	0.02337516	0.04637798	0.03998997	0.03525816	0.04503251	0.01106197	0.04507393	0.03841999	0.04695565	0.02759392	0.01630855	0.03819150	0.04490789	0.04870590	0.05474690	0.03696722
58420	0.04906252	0.02451828	0.02806482	0.03160810	0.03131604	0.03308101	0.04487082	0.03654318	0.03133937	0.02361626	0.03509775	0.03989350	0.02276538	0.04329908	0.03724107	0.03764414	0.04325696	0.02228764	0.04106336	0.04283270	0.04864843	0.02072592	0.02397039	0.04093047	0.03530004	0.04745652	0.04642674	0.03713950
58440	0.03898340	0.01967063	0.02334594	0.02666938	0.03182127	0.05165989	0.03846893	0.03734269	0.04528412	0.02353870	0.03816375	0.03423193	0.02510755	0.03609463	0.03674651	0.03478811	0.05157481	0.02037827	0.04025499	0.05179500	0.03950844	0.02235322	0.02044129	0.04110061	0.04023248	0.04290621	0.05150013	0.03603712
58460	0.04322493	0.02639804	0.02554085	0.02688581	0.03587199	0.02644550	0.03802070	0.03434107	0.04243411	0.02166179	0.03848595	0.03026677	0.01514511	0.03811496	0.04471088	0.04860399	0.05114634	0.01207756	0.04798355	0.05690717	0.03969607	0.02178906	0.02637416	0.03791824	0.04966382	0.02893577	0.04939513	0.04196068
58480	0.04699182	0.02287865	0.01359848	0.02823747	0.02250631	0.03516746	0.04248207	0.04974317	0.04084370	0.03007158	0.04291792	0.04470010	0.02409120	0.02493003	0.03795387	0.04864803	0.04706211	0.01287617	0.04347203	0.04613587	0.04339258	0.02656770	0.02154128	0.05028478	0.03281937	0.04179591	0.04091971	0.03737062
58500	0.04709609	0.01663767	0.03369204	0.02796847	0.02960357	0.04074644	0.03701913	0.03250433	0.04736727	0.02667526	0.04283890	0.04062738	0.02587045	0.03179557	0.04325432	0.03960098	0.04410732	0.02070112	0.03943125	0.04866446	0.05006692	0.02290874	0.02100340	0.03202099	0.03514366	0.05005599	0.03755118	0.03504709
58520	0.04621444	0.02225013	0.02858528	0.02155907	0.03710240	0.04482042	0.03695906	0.03290605	0.03757130	0.02559482	0.03304505	0.03863837	0.01968813	0.03588481	0.04145003	0.05443974	0.04470371	0.02904504	0.04330695	0.03570304	0.04348529	0.02226317	0.02405819	0.03973008	0.02690219	0.04379651	0.05762702	0.03266972
58540	0.04970127	0.01911158	0.03020087	0.02376414	0.03878931	0.03488141	0.03796374	0.03624024	0.04618530	0.02376750	0.03782782	0.03536938	0.02140984	0.04896223	0.04713349	0.03194503	0.04849339	0.01448577	0.04322116	0.04534588	0.04743146	0.02687330	0.02370640	0.04189896	0.03720154	0.03884226	0.03565744	0.03358928
58560	0.05570096	0.01653622	0.02349975	0.02305368	0.03336367	0.04103764	0.04581422	0.04166927	0.04181851	0.02561089	0.03935664	0.03390656	0.02025269	0.05227932	0.04054859	0.03006170	0.03626973	0.02141445	0.04010057	0.03667364	0.04070200	0.03258453	0.02898898	0.04370564	0.04529965	0.02758877	0.04155861	0.04060313
58580	0.04824097	0.01950669	0.01993077	0.02516878	0.03269516	0.04836973	0.03395008	0.05044042	0.04323527	0.02682243	0.04776222	0.03872631	0.02258128	0.04452853	0.04703855	0.03966851	0.05029786	0.02500363	0.04479802	0.03893203	0.03976136	0.02097815	0.02551278	0.04034492	0.02501866	0.03450621	0.03338001	0.03280067
58600	0.04912230	0.02606963	0.03532812	0.02852393	0.02815126	0.03402453	0.02937849	0.04576181	0.04841941	0.02555556	0.03663847	0.03266871	0.01642006	0.04768932	0.04196211	0.04172649	0.03453865	0.01352310	0.04704911	0.04328841	0.05460486	0.02722394	0.02204202	0.03913450	0.03021294	0.04024449	0.04476151	0.03593628
58620	0.04664337	0.01933167	0.02633877	0.02386995	0.02975995	0.03815509	0.03224478	0.05240685	0.05043252	0.02535728	0.03149889	0.03512254	0.02531996	0.04172864	0.03701940	0.03496178	0.05534644	0.01540833	0.04615392	0.03520833	0.04563676	0.02597918	0.02536490	0.04196340	0.03451463	0.03916309	0.04685923	0.03821039
58640	0.04610414	0.01621358	0.01396920	0.02626900	0.03760407	0.04663182	0.05183038	0.04424076	0.03874832	0.02663587	0.04482132	0.04487602	0.02196117	0.04681958	0.03806136	0.03366918	0.02701840	0.02565244	0.03912781	0.03400716	0.03613480	0.02962118	0.02471692	0.04041480	0.04380475	0.03731577	0.04589093	0.03783926
58660	0.03249350	0.01915828	0.01363249	0.02266201	0.02831847	0.03983884	0.04120116	0.04486385	0.04196681	0.02539849	0.03931594	0.03920899	0.02419889	0.03742358	0.04472656	0.04347523	0.03801416	0.03294928	0.05031214	0.04432990	0.03617235	0.02729252	0.02971334	0.04824050	0.04177079	0.03553452	0.04515383	0.03263356
58680	0.03378699	0.02295216	0.02524125	0.02863890	0.02988285	0.03785156	0.05046495	0.04332024	0.03518276	0.02404292	0.03961034	0.03808590	0.02665580	0.04897655	0.03405431	0.03238834	0.04811425	0.03620648	0.03376334	0.04364325	0.04873335	0.01934917	0.02419714	0.04760422	0.02987015	0.02913868	0.05030640	0.03793775
58700	0.05518432	0.01904235	0.02946540	0.02548663	0.02975925	0.04593116	0.04576091	0.03504864	0.04943452	0.03106751	0.03455746	0.03239581	0.01951347	0.05011992	0.03487607	0.03821080	0.03937548	0.02130023	0.04165643	0.03998319	0.04552663	0.02895719	0.02658384	0.03487597	0.03774322	0.03113325	0.04469937	0.03231098
58720	0.04475244	0.02237016	0.02773239	0.03215073	0.03156817	0.02358080	0.04673806	0.02443908	0.04381038	0.02168893	0.04266870	0.04210985	0.02089506	0.04438926	0.04247884	0.03198922	0.04091669	0.01556781	0.03554452	0.04444470	0.04738904	0.02915238	0.01885175	0.04434757	0.03956533	0.05100884	0.05195253	0.03789675
58740	0.04861551	0.02761576	0.02692439	0.03374740	0.03117859	0.03641429	0.03620234	0.03650049	0.04118578	0.02714078	0.04064979	0.04226179	0.02370535	0.03893665	0.03980121	0.03357309	0.03955032	0.01831631	0.03323802	0.04429496	0.04188885	0.02829374	0.02147962	0.03631904	0.04107116	0.03668426	0.05841918	0.03599134
58760	0.04357434	0.01910533	0.03034087	0.02681121	0.03430655	0.02692861	0.05293496	0.03021739	0.03661939	0.02438040	0.03048683	0.04068309	0.01814868	0.03776845	0.04705148	0.03428209	0.03380085	0.01737575	0.03728972	0.04960400	0.05307885	0.02571044	0.02208503	0.04601755	0.05038080	0.04659543	0.04972390	0.03469797
58780	0.05070821	0.01975221	0.02180542	0.02672297	0.03650857	0.02981616	0.04963787	0.03610357	0.04133229	0.02575551	0.03837747	0.04155467	0.02516414	0.04123608	0.03461396	0.03913567	0.03727271	0.02132910	0.04359321	0.04174501	0.05203294	0.02841046	0.02127093	0.05072923	0.03479287	0.03523300	0.04320710	0.03215866
58800	0.04416944	0.01695952	0.01882143	0.02441348	0.02694887	0.04587391	0.02835624	0.03506506	0.04341107	0.02754438	0.03092520	0.03841833	0.02693067	0.05479168	0.03693423	0.03981157	0.04623773	0.01690797	0.04256742	0.03717441	0.05545835	0.02324479	0.02445277	0.04463904	0.04349581	0.03683913	0.05825852	0.03134900
58820	0.04233188	0.02239649	0.02798446	0.02526180	0.03141056	0.03851135	0.04240428	0.04518401	0.04476046	0.02714188	0.03709314	0.03557680	0.02168024	0.03661966	0.03970611	0.03416375	0.03669200	0.02511304	0.04023559	0.04652919	0.04071645	0.03532196	0.01794777	0.04255581	0.04117189	0.04363841	0.04457886	0.03327215
58840	0.05213348	0.02032751	0.02913209	0.02525629	0.03304817	0.02368177	0.03648287	0.04414150	0.03848790	0.02674861	0.02773808	0.04696247	0.02495192	0.05125972	0.03736752	0.03105953	0.05161513	0.02793512	0.04270540	0.03551019	0.04381899	0.02911816	0.01652844	0.04244141	0.04918416	0.03411517	0.04542480	0.03282360
58860	0.04014960	0.02395837	0.02297383	0.02035798	0.03121504	0.02961892	0.03511862	0.04040372	0.04281447	0.02716369	0.03452904	0.03598361	0.02616049	0.05586843	0.04179838	0.03978395	0.04872473	0.01934596	0.04106794	0.04325700	0.04410229	0.03470137	0.01931970	0.03989787	0.03195286	0.03251273	0.06518786	0.03203153
58880	0.03557562	0.01648832	0.01715183	0.02950026	0.03010793	0.04274546	0.04462676	0.03303921	0.03938259	0.02362077	0.04126328	0.03621824	0.02971589	0.05276135	0.04743873	0.04840455	0.04619325	0.01711855	0.05377260	0.03358719	0.04621866	0.01998061	0.02497334	0.04429752	0.02879624	0.02944467	0.05568925	0.03188733
58900	0.04003739	0.02157856	0.02216915	0.02574492	0.03108677	0.02700882	0.04682905	0.04573753	0.03257106	0.03129323	0.05087087	0.03531851	0.01838249	0.03404799	0.04264680	0.04095461	0.03720353	0.01180259	0.04967653	0.03947064	0.04225185	0.02927561	0.02587622	0.04611152	0.04761549	0.04465646	0.04442037	0.03536142
58920	0.04131333	0.02262260	0.02655707	0.02543539	0.03439442	0.03549106	0.02763860	0.04012240	0.03931260	0.02318902	0.03596099	0.04147853	0.02138602	0.05261146	0.03871438	0.04054743	0.04913500	0.01885389	0.04387070	0.04419623	0.04834448	0.02486359	0.02237697	0.04374885	0.04133503	0.03666020	0.04932401	0.03051575
58940	0.04318062	0.02681790	0.02044162	0.02198276	0.03704962	0.04057313	0.04129664	0.03416468	0.04086452	0.02342639	0.05111831	0.03920831	0.01598925	0.04875296	0.03369579	0.02415905	0.05616232	0.01371831	0.03490479	0.04455016	0.04680022	0.02802786	0.02295570	0.03708556	0.04991175	0.03998817	0.04632678	0.03684682
58960	0.04472379	0.02318019	0.02469434	0.02259203	0.03836764	0.04026114	0.04060283	0.03930989	0.03935993	0.02843303	0.03367573	0.03620999	0.02736929	0.03397917	0.03441140	0.03563463	0.04104789	0.02150087	0.04553405	0.03889465	0.04584068	0.02839035	0.01979538	0.04198872	0.04024653	0.04451669	0.05122309	0.03821605
58980	0.04316781	0.01768446	0.01657545	0.02626029	0.03260779	0.03192614	0.05642372	0.03688593	0.04257668	0.02752173	0.04077974	0.03116292	0.01883584	0.05257144	0.04852977	0.04073623	0.03660905	0.01599967	0.04725300	0.04192766	0.03799672	0.02339040	0.02223743	0.04187992	0.04146967	0.03470467	0.05249167	0.03979421
59000	0.05172092	0.02323795	0.02345994	0.02439796	0.03128363	0.03134239	0.05225402	0.04054891	0.04123359	0.02511782	0.04197055	0.04626447	0.02161668	0.04666485	0.03764724	0.03542621	0.04287936	0.01699704	0.04161076	0.04110365	0.03944376	0.02606835	0.02923449	0.04280720	0.03717539	0.03003441	0.04292030	0.03553816
59020	0.04607916	0.02368440	0.02266525	0.02347529	0.03139938	0.03804282	0.03718613	0.03476169	0.03903355	0.02295073	0.03772180	0.04298573	0.01295550	0.04439912	0.04402701	0.03188254	0.04552273	0.01586790	0.05353499	0.04356971	0.03750485	0.03022155	0.01820684	0.04871678	0.04826946	0.02857540	0.06609724	0.03066246
59040	0.04846858	0.01829659	0.02392014	0.02161047	0.02512932	0.02608873	0.05299776	0.03631792	0.03699630	0.03034060	0.04274011	0.04132096	0.02062680	0.03577666	0.04617885	0.03553521	0.05245701	0.01778206	0.04073208	0.03792632	0.04940701	0.02225928	0.01981424	0.04692478	0.04080698	0.03637408	0.05639062	0.03678052
59060	0.04084299	0.01780798	0.02551169	0.02444223	0.02991316	0.04286665	0.04266784	0.03845141	0.04332385	0.02083436	0.04304696	0.04714480	0.02442064	0.03517461	0.03711790	0.04102303	0.04545908	0.02009183	0.05356626	0.04629258	0.04435193	0.02431644	0.02776367	0.03714107	0.02752462	0.04036739	0.04253162	0.03600341
59080	0.03356584	0.02011045	0.02307200	0.02333245	0.04577909	0.03816093	0.03555425	0.05243892	0.03525266	0.02241363	0.03807555	0.04197196	0.02515860	0.04495266	0.04135564	0.04002400	0.04714398	0.02012474	0.03013455	0.04321815	0.04007651	0.02520032	0.02613218	0.04573680	0.03547665	0.04081102	0.05339384	0.03133263
59100	0.05279375	0.01973144	0.02921500	0.02132062	0.02983553	0.03535077	0.04812748	0.03796134	0.03933371	0.02811558	0.03175026	0.03936674	0.01458170	0.04073074	0.03637412	0.04660746	0.04770841	0.01974455	0.04436511	0.04350531	0.03808361	0.02325708	0.01964939	0.03958031	0.04087285	0.04685216	0.04627133	0.03891365
59120	0.05108634	0.02567899	0.01986550	0.03167307	0.02921756	0.03433517	0.03228420	0.03611784	0.04198758	0.02316386	0.03446292	0.03120427	0.02077049	0.03495372	0.04559933	0.03595374	0.03702495	0.01680483	0.05230791	0.03894514	0.04836907	0.02702175	0.02720373	0.04099478	0.04853398	0.04295617	0.05694129	0.03454184
59140	0.04280225	0.02589128	0.02726332	0.02357970	0.03500800	0.01959616	0.03393850	0.04038084	0.03895997	0.02301704	0.03719393	0.04532431	0.02669498	0.03466358	0.03851149	0.04020179	0.03606099	0.02178193	0.04826611	0.04323480	0.04507767	0.02539057	0.02473638	0.04244341	0.03788018	0.05472048	0.04889665	0.03848367
59160	0.04214336	0.01874404	0.03354898	0.02341464	0.03434071	0.04283835	0.04226727	0.02912781	0.03336716	0.02188800	0.03220820	0.04363870	0.02301183	0.04117972	0.03856144	0.03492388	0.03346207	0.01500393	0.05477934	0.05335831	0.05166434	0.02279573	0.02451360	0.04847828	0.03587482	0.04287614	0.04214331	0.03984606
59180	0.04493658	0.02655287	0.03372792	0.03257904	0.02766817	0.02471117	0.04107903	0.03652549	0.03958678	0.02431341	0.04533263	0.04204427	0.01291100	0.03878517	0.04330695	0.02946133	0.03802111	0.00963826	0.04547229	0.03997903	0.04385381	0.02888507	0.02734964	0.04813117	0.04685381	0.04371505	0.04319178	0.04138717
59200	0.04326278	0.01742005	0.02185635	0.02931421	0.03061090	0.02285404	0.03618137	0.04109412	0.04097133	0.02519023	0.04174261	0.04096050	0.01657434	0.04532603	0.03992634	0.03628622	0.04327513	0.02744087	0.05146899	0.05118603	0.04423181	0.02600900	0.02233720	0.04101236	0.04531363	0.03989646	0.04012258	0.03813450
59220	0.03502967	0.02318327	0.01601969	0.02146197	0.03127976	0.04300694	0.04686942	0.04777927	0.04402470	0.02985535	0.03761758	0.04149044	0.01769731	0.05890454	0.03598535	0.02940221	0.04375962	0.02085747	0.03496902	0.04462559	0.04030530	0.02749251	0.02381633	0.04432073	0.04178901	0.03569961	0.04292877	0.03982859
59240	0.05320040	0.02241434	0.03296614	0.02458687	0.03528983	0.03315148	0.04579300	0.03653072	0.04435079	0.02810444	0.03733807	0.03110326	0.03160441	0.03804213	0.03635140	0.04983915	0.04164440	0.01537165	0.04157622	0.02977916	0.05354784	0.02962152	0.02201837	0.03543911	0.04173006	0.02724234	0.04849978	0.03286311
59260	0.04192128	0.02067991	0.02871624	0.02686806	0.03790010	0.05386117	0.03967906	0.03870244	0.03678956	0.02669902	0.05006333	0.02920734	0.00910319	0.04751279	0.04044969	0.03776520	0.04498691	0.01574090	0.05229266	0.04106763	0.04092018	0.02189328	0.02599688	0.04155214	0.03729496	0.03754712	0.04142027	0.03336867
59280	0.04059356	0.02181901	0.02250126	0.02700285	0.03263099	0.03429431	0.04263594	0.03731259	0.03817571	0.03113072	0.03397411	0.04015430	0.01854120	0.04347917	0.04233754	0.03296788	0.04268297	0.01594411	0.04936107	0.04079542	0.04956234	0.02880731	0.02167452	0.03894229	0.04468123	0.05212043	0.04222264	0.03365454
59300	0.04414178	0.01694927	0.02580380	0.02162604	0.03334234	0.04318525	0.04177029	0.04546329	0.03598110	0.03162621	0.02770625	0.03468890	0.01977260	0.05225613	0.04373665	0.03885127	0.03619655	0.01696061	0.04145776	0.04830765	0.04851186	0.02154710	0.02560541	0.04002645	0.04088150	0.03587081	0.04858481	0.03914833
59320	0.05138520	0.01384010	0.02383516	0.02540289	0.02755175	0.04182929	0.03455402	0.03982067	0.04093495	0.02639111	0.03720560	0.03789804	0.02204532	0.04028221	0.03996022	0.04867591	0.05643232	0.02439806	0.04217045	0.04052442	0.04753965	0.03113754	0.01880789	0.03447660	0.03583908	0.03078052	0.05414593	0.03213509
59340	0.04143653	0.02005766	0.02461037	0.02048685	0.03858386	0.03193457	0.04485502	0.03740164	0.04285067	0.02061351	0.03382865	0.04133699	0.02066281	0.03687143	0.03868799	0.04379538	0.05209401	0.02053157	0.03213690	0.03836840	0.05081633	0.02526810	0.02311679	0.04847079	0.04324235	0.04565403	0.04772068	0.03456612
59360	0.04359013	0.01936360	0.02088970	0.01947619	0.02686144	0.02920532	0.04918136	0.04261613	0.03103591	0.02565905	0.03338976	0.04131344	0.02300217	0.03921528	0.03736317	0.02939970	0.05035175	0.02158465	0.04538905	0.04243471	0.04406114	0.03128502	0.02100200	0.04565852	0.04937965	0.04638592	0.04380347	0.04710178
59380	0.04679027	0.02041379	0.02396152	0.02459452	0.02806636	0.03393354	0.03475744	0.05278065	0.03316211	0.02269772	0.03247111	0.04854790	0.01409194	0.03458907	0.03604289	0.03905276	0.03711831	0.02883711	0.04170526	0.04269808	0.06275647	0.02574563	0.02259912	0.04361294	0.03876077	0.03660761	0.05897870	0.03462642
59400	0.05108935	0.01911332	0.01959372	0.02301758	0.03164390	0.03153073	0.03542125	0.04572080	0.04045880	0.02547739	0.04502744	0.03565815	0.01965850	0.04112954	0.04257864	0.04761586	0.03892194	0.02134484	0.03138606	0.04044288	0.04603506	0.03029728	0.03023094	0.03309238	0.03404749	0.04798378	0.05413134	0.03735104
59420	0.03853857	0.02529961	0.02162213	0.02709877	0.03250166	0.03255363	0.04264702	0.04402092	0.03174282	0.02742502	0.05106211	0.04326420	0.01963944	0.04175396	0.03628697	0.03657023	0.04399129	0.01742001	0.04699225	0.04289768	0.04274361	0.02850390	0.02349654	0.03903322	0.03762994	0.03606458	0.04704363	0.04215632
59440	0.03511015	0.02094536	0.02207151	0.02911223	0.03543814	0.03192097	0.04267922	0.04089272	0.03387881	0.02137895	0.04154793	0.04440336	0.02223809	0.04268711	0.03706486	0.03470412	0.05533742	0.03363864	0.03864015	0.04056090	0.03995133	0.02738690	0.02156659	0.04879363	0.03931092	0.03315706	0.04950709	0.03607582
59460	0.04133560	0.02020408	0.02417470	0.03017438	0.03077214	0.03602969	0.04020758	0.04333719	0.04658492	0.03768659	0.02948848	0.03832018	0.01637562	0.04334674	0.04882171	0.04289417	0.04033070	0.01575774	0.04786120	0.04707618	0.04079285	0.02687538	0.02156399	0.04382786	0.03221759	0.04360632	0.04100118	0.02933526
59480	0.04253856	0.02116810	0.02006650	0.02521139	0.03112686	0.03259718	0.03932939	0.05268973	0.03744309	0.02700873	0.04193753	0.04676621	0.03072985	0.03468201	0.04010253	0.04080319	0.03606624	0.01531589	0.04222800	0.03828400	0.05488730	0.02339952	0.01588480	0.03432421	0.03154633	0.05854101	0.05010000	0.03522184
59500	0.04391602	0.02199176	0.03552939	0.02616632	0.03338640	0.03865582	0.04055265	0.04466582	0.03883213	0.02381382	0.03032613	0.04524108	0.02029825	0.05448670	0.04056509	0.05003838	0.02818324	0.01738031	0.03895697	0.03911519	0.04245222	0.02194498	0.02402283	0.04231865	0.03067611	0.04605082	0.04668682	0.03374610
59520	0.05539954	0.01412993	0.02577398	0.02350914	0.03038818	0.03687729	0.04950143	0.04181392	0.03139780	0.02847176	0.03442736	0.03750412	0.02257645	0.04670107	0.03547096	0.04285264	0.04706122	0.02123736	0.03842812	0.03864201	0.03716189	0.02812381	0.02459214	0.04432019	0.03846565	0.02854261	0.05707493	0.03955451
59540	0.04314121	0.02241633	0.04265627	0.02433220	0.03488517	0.03585339	0.04322901	0.04377697	0.04970253	0.02617666	0.04131750	0.03285556	0.02643718	0.04029774	0.03184925	0.03643035	0.04344155	0.02106424	0.04053528	0.04531662	0.03687658	0.02862391	0.02129261	0.03805218	0.04514903	0.03102600	0.04049403	0.03277063
59560	0.05067311	0.02198714	0.03061420	0.02896079	0.03845656	0.03309356	0.05404228	0.03099468	0.04670711	0.02365192	0.02783776	0.03850865	0.01986051	0.03610758	0.04193096	0.04487798	0.04050315	0.01724056	0.03875191	0.04085517	0.04116895	0.02492105	0.02416472	0.04047027	0.04306406	0.03162885	0.04769759	0.04122893
59580	0.04753580	0.01801560	0.02287702	0.02986927	0.03088457	0.04856780	0.03831410	0.03843256	0.03511063	0.02626597	0.03783364	0.04103955	0.00805264	0.05875280	0.03156115	0.03527879	0.04393477	0.02292205	0.05308987	0.04060282	0.05607547	0.02095368	0.01879594	0.04089724	0.03856409	0.03951075	0.03916442	0.03709698
59600	0.04388575	0.02358981	0.02460817	0.02479596	0.02609337	0.02972365	0.04820002	0.04400755	0.04162408	0.02363401	0.03818636	0.03956147	0.01434765	0.03965745	0.03417014	0.03501111	0.05700438	0.01636722	0.04908257	0.04334419	0.04836526	0.02387170	0.02268105	0.03844572	0.03986836	0.04059570	0.05143823	0.03783905
59620	0.05031105	0.02303288	0.02280706	0.02917686	0.03376377	0.02017055	0.04249594	0.03561991	0.03903980	0.02722065	0.04807529	0.04118912	0.01947811	0.04060849	0.03706979	0.03985419	0.04493549	0.02170623	0.04297402	0.04000315	0.04952341	0.02632843	0.01958717	0.03903248	0.04613613	0.02647848	0.05429111	0.03909044
59640	0.04091595	0.01912666	0.02031189	0.03064835	0.03072542	0.03828774	0.05294479	0.02922626	0.03216173	0.02734980	0.04034199	0.04252685	0.01835108	0.04336739	0.03881106	0.04455760	0.05306970	0.02420989	0.04225731	0.03879072	0.04252609	0.03033675	0.03317574	0.03900995	0.03297436	0.02759465	0.05224340	0.03415690
