## trace file of population Pi values from gsi_sim.  NumBurnIn= 50000  NumSweeps= 20000 ThinningInterval= 20
SweepNumber	KANDR03	KANVI07	KAROL05	KBIGCK04	KBIGS07	KEEK05	KGAGA06	KGEOR05	KGISA01	KGOLS06	KGONF06	KHENS01	KIOW10	KKANE05	KKANT05	KKISA05	KKLUTU09	KKOGR05	KKOGR07	KKOKT10	KNECO07	KNORTH10	KPILG0506	KSALC05	KSALM06	KSTUY09	KTOGRT09	KTUBU09
1440	0.05115176	0.01919464	0.02362493	0.03048108	0.03055136	0.02457952	0.03643049	0.03736230	0.03761751	0.02661156	0.03475398	0.03409448	0.02585374	0.05655272	0.03418473	0.03451118	0.04569517	0.02245876	0.04539866	0.04400527	0.05298534	0.02723666	0.01497941	0.05021804	0.04942894	0.03488182	0.03583980	0.03931614
1460	0.04091908	0.02658669	0.02439850	0.02532050	0.02786820	0.03440580	0.02856480	0.04286831	0.03695020	0.02262829	0.04453191	0.04405056	0.02471734	0.04066831	0.03723939	0.04329075	0.04498909	0.01544079	0.04386636	0.05013141	0.05654013	0.01857965	0.02393737	0.03362192	0.04965517	0.04044604	0.04874375	0.02903969
1480	0.04391136	0.01446633	0.02971571	0.02253086	0.03209333	0.02368086	0.04571916	0.04271879	0.05130852	0.03331058	0.03738310	0.04421825	0.02048413	0.05175304	0.03681540	0.03716688	0.04024996	0.01255564	0.04539709	0.05140450	0.03536068	0.03020526	0.02220115	0.04097283	0.02961709	0.04726124	0.03416884	0.04332945
1500	0.05267481	0.02388932	0.03370283	0.02353717	0.03065998	0.02577294	0.04094675	0.03988444	0.04505530	0.02712751	0.03863612	0.04756533	0.02581234	0.04464535	0.04319753	0.04406731	0.03287539	0.02238973	0.03355648	0.03476787	0.04963641	0.02279203	0.01777508	0.03896970	0.04543657	0.04338543	0.04195003	0.02929023
1520	0.05010936	0.01952258	0.02812786	0.03194767	0.03491503	0.02157646	0.03844428	0.04521343	0.04938231	0.02313803	0.04354477	0.03649739	0.02379539	0.04201419	0.04410091	0.03530281	0.02886860	0.01656972	0.04635573	0.03262584	0.04296000	0.02483639	0.01824094	0.04718423	0.04667033	0.03874658	0.05044770	0.03886146
1540	0.04053237	0.01977608	0.02741870	0.02953931	0.03347557	0.04157515	0.03119693	0.04379924	0.04600372	0.03071647	0.02496377	0.03660531	0.01687600	0.04669189	0.04157364	0.03956975	0.03822058	0.01632287	0.03731588	0.03935333	0.04615304	0.03141174	0.02717728	0.04225280	0.04203618	0.04427570	0.05179336	0.03337336
1560	0.04289304	0.01739922	0.02761192	0.02436800	0.03162783	0.03828739	0.04828026	0.03858492	0.05125237	0.02279869	0.02821975	0.04111448	0.03378626	0.03996797	0.03996447	0.03154242	0.05317381	0.02501125	0.04326989	0.03963953	0.04433626	0.03303869	0.02326230	0.03480826	0.03208990	0.03511629	0.04655592	0.03199891
1580	0.04304119	0.01695671	0.02572555	0.03619114	0.02287973	0.04317170	0.05862771	0.04777035	0.03929736	0.02726878	0.04570339	0.03783885	0.01146667	0.04011471	0.03376106	0.04233611	0.02573468	0.01974684	0.03884824	0.03558043	0.04522613	0.02476251	0.03011393	0.04111349	0.04352956	0.05020716	0.03879776	0.03418827
1600	0.04183888	0.02309512	0.02674410	0.02464140	0.02930114	0.02317780	0.03778503	0.04272638	0.03893472	0.02641825	0.04561191	0.03907352	0.01860928	0.03919922	0.03729201	0.03831353	0.03914962	0.02254248	0.03504986	0.04541395	0.05262307	0.03363196	0.01747905	0.03904120	0.04853614	0.04931337	0.05191421	0.03254280
1620	0.04270453	0.02221831	0.02583119	0.02245782	0.03038556	0.04127839	0.03920314	0.04431826	0.04915688	0.02232826	0.03065062	0.04184665	0.02048349	0.04138785	0.03802252	0.03329171	0.03922174	0.01951547	0.04795559	0.03657505	0.04760004	0.02593817	0.02626161	0.03783659	0.04916419	0.03927780	0.04470746	0.04038110
1640	0.05195523	0.02042840	0.03085399	0.03350705	0.03758597	0.03972688	0.03969485	0.03789446	0.04473696	0.02092186	0.03343092	0.03590652	0.02639412	0.03798929	0.03768794	0.03399839	0.03661821	0.01984659	0.04427683	0.04487499	0.05482598	0.02605811	0.01936326	0.03333162	0.03850142	0.03363897	0.04737131	0.03857988
1660	0.04040527	0.02321727	0.02498372	0.02426789	0.03662466	0.03429215	0.04576474	0.03864875	0.02925532	0.02401227	0.04362601	0.03962642	0.02659932	0.04361149	0.04742382	0.03652838	0.04070886	0.01800967	0.04952463	0.04377665	0.03893031	0.02237096	0.02121017	0.04324917	0.04721850	0.03793067	0.03607368	0.04210923
1680	0.05213288	0.02388732	0.02415250	0.02566761	0.02803760	0.02777369	0.04068904	0.03871717	0.03200226	0.02571931	0.03855071	0.03782856	0.01949469	0.04461783	0.03957633	0.03891885	0.03838373	0.02073224	0.04154140	0.04214215	0.04829216	0.02177358	0.02684629	0.05046313	0.04307544	0.04036272	0.05364313	0.03497768
1700	0.04262034	0.02308020	0.02576102	0.02398042	0.03054312	0.02419954	0.04806090	0.05071770	0.04313401	0.02849601	0.04015255	0.03978993	0.02776217	0.03302449	0.04236178	0.02905646	0.04132575	0.01734207	0.04946972	0.04257921	0.04646181	0.02603414	0.02271984	0.04079411	0.03868698	0.02918657	0.05629558	0.03636359
1720	0.04476027	0.01916127	0.01727130	0.02439534	0.02643081	0.03286138	0.03641784	0.04767107	0.03359671	0.02533835	0.03852917	0.04261165	0.03109699	0.04800601	0.03706069	0.03325718	0.04036521	0.01949885	0.04269699	0.03609711	0.04155087	0.03281603	0.02090423	0.04146178	0.04583638	0.04752183	0.05451153	0.03827317
1740	0.04285547	0.02217322	0.01252893	0.02374992	0.03216242	0.03453693	0.03604358	0.03896267	0.03730737	0.03426506	0.04006359	0.03486530	0.01466889	0.04574396	0.03846113	0.03329730	0.04546959	0.01705023	0.04611646	0.04337431	0.04790646	0.01719582	0.02698242	0.04321560	0.05336784	0.03926841	0.06329244	0.03507464
1760	0.04267683	0.01768639	0.02331007	0.02499183	0.03088181	0.03281121	0.04254634	0.03299472	0.03817614	0.02455336	0.04231582	0.03631213	0.01547032	0.04572458	0.04966183	0.04262306	0.04544406	0.02938886	0.03794530	0.03890877	0.04695819	0.02668666	0.02543606	0.03258216	0.04806408	0.03937272	0.04952806	0.03694863
1780	0.04719709	0.01892133	0.02908248	0.02475161	0.03898477	0.04324046	0.03727460	0.03579548	0.03711367	0.02739805	0.03406260	0.04387290	0.02338790	0.04274974	0.04036652	0.04335406	0.03050932	0.01664959	0.04416356	0.03809365	0.04664018	0.02293029	0.02622949	0.04435563	0.03225875	0.04692838	0.05164812	0.03203979
1800	0.04265893	0.01826710	0.02502713	0.02617459	0.03767153	0.03214051	0.03112303	0.03695273	0.04234941	0.01955777	0.03701067	0.03422547	0.01984901	0.04958490	0.04460426	0.03934846	0.03474034	0.02133925	0.04790317	0.04640404	0.04849164	0.02523695	0.01798650	0.04209617	0.04220573	0.05180648	0.04871042	0.03653380
1820	0.04892183	0.01959283	0.02768226	0.02283607	0.02975465	0.04821139	0.04814133	0.03835034	0.04376488	0.03123080	0.03669267	0.03856058	0.01873286	0.04187041	0.03633585	0.04153350	0.04869105	0.02204768	0.04304087	0.03423678	0.04689794	0.02522404	0.01755751	0.03359347	0.03525346	0.03704308	0.04793933	0.03626255
1840	0.04781973	0.01820441	0.01729786	0.02956943	0.02915096	0.02753453	0.04443378	0.02806122	0.04258523	0.02247341	0.03730236	0.04378637	0.03049162	0.04434240	0.03947353	0.03983067	0.05264839	0.02192587	0.04180565	0.03913527	0.04584941	0.02815081	0.02539273	0.03554171	0.04311188	0.03832425	0.05136579	0.03439070
1860	0.04024439	0.01655471	0.02440614	0.03015111	0.03132024	0.03812425	0.04638987	0.03790501	0.03747004	0.01983253	0.03502627	0.04383677	0.02250401	0.05680345	0.04422219	0.03920493	0.03075439	0.01429811	0.04240573	0.04032613	0.05088898	0.02671065	0.02557591	0.04049205	0.03525094	0.04699123	0.04495578	0.03735420
1880	0.04379749	0.02518764	0.02882190	0.02693608	0.03038654	0.03340242	0.04077720	0.03599860	0.03696641	0.02385488	0.04410989	0.04346186	0.01540111	0.03971195	0.03997606	0.03621238	0.04798329	0.01808870	0.03776450	0.05544611	0.04850592	0.02517425	0.01996983	0.04505778	0.03387247	0.03513745	0.05165106	0.03634621
1900	0.03920743	0.02107984	0.03361986	0.02822827	0.02436841	0.02942152	0.03242508	0.04535714	0.03237924	0.02426260	0.03385453	0.04103278	0.01825167	0.04667449	0.04871656	0.03394929	0.04033402	0.01717802	0.04973694	0.04679399	0.04044841	0.02893171	0.02472579	0.04737482	0.03982029	0.04035115	0.05307248	0.03840366
1920	0.05189032	0.01779080	0.02979524	0.02395491	0.02788618	0.03038777	0.05110568	0.04866844	0.03810441	0.02519988	0.04019109	0.03048786	0.02639744	0.04200780	0.03733694	0.03147774	0.04260802	0.02163032	0.04827016	0.04169613	0.04824376	0.03115642	0.02284182	0.05131388	0.03771621	0.03750760	0.03225872	0.03207448
1940	0.05088630	0.01573893	0.02183386	0.03470607	0.03171347	0.03632922	0.04092524	0.03198627	0.04190932	0.02864739	0.03590589	0.03579760	0.02519067	0.03978596	0.03771342	0.04042723	0.04070737	0.02152390	0.03619682	0.04391757	0.05196301	0.01827284	0.02509549	0.04546144	0.04241922	0.03504888	0.05144632	0.03845029
1960	0.04397934	0.02272958	0.01639900	0.02385617	0.03171509	0.03914134	0.03527346	0.03332477	0.04109247	0.02603534	0.03851953	0.04047933	0.02005219	0.05012387	0.02983522	0.04672530	0.05940545	0.01691815	0.05083824	0.04534869	0.04986609	0.02436920	0.02573114	0.04093381	0.04248762	0.03228052	0.03938567	0.03315341
1980	0.03831514	0.02230596	0.02360772	0.02544218	0.03325006	0.04059828	0.03712202	0.04833223	0.03915315	0.02417179	0.02775615	0.03538837	0.01469141	0.04090967	0.03886170	0.03488870	0.03863491	0.01844551	0.05519853	0.04137510	0.05298100	0.03005155	0.03160375	0.03576291	0.04918312	0.03148823	0.06234251	0.02813834
2000	0.04044372	0.02090370	0.01811074	0.03199913	0.02953632	0.03962232	0.03660347	0.04253413	0.04253076	0.02896394	0.04646647	0.03469221	0.02346619	0.03276792	0.02925158	0.04241535	0.06213466	0.01823803	0.04317994	0.05260587	0.04618020	0.01995462	0.02343453	0.04284702	0.03513737	0.02856309	0.05025821	0.03715848
2020	0.04213292	0.02296322	0.02096741	0.02119033	0.03300191	0.03356938	0.04386116	0.02513153	0.04049451	0.02673656	0.04241415	0.03933670	0.02126280	0.03822303	0.03698646	0.04737503	0.06154847	0.01405785	0.04674502	0.03354112	0.03824952	0.02566006	0.02006551	0.03836901	0.04300952	0.04692163	0.06026645	0.03591874
2040	0.04745678	0.01824876	0.02298563	0.02393598	0.03276495	0.03422979	0.04276181	0.04783414	0.04118510	0.02730920	0.04507810	0.04080244	0.01747418	0.04524438	0.04300249	0.03412392	0.04646536	0.02685825	0.04070166	0.04006492	0.03746721	0.02402595	0.02177918	0.04485487	0.03534915	0.04243666	0.04066791	0.03489124
2060	0.04172698	0.01963635	0.02728718	0.02927536	0.03311377	0.03493449	0.04358675	0.04416496	0.03980160	0.02598797	0.03804347	0.03916793	0.02393932	0.03683370	0.03784621	0.04717875	0.04399199	0.01798927	0.04593698	0.03458903	0.04297327	0.02936446	0.02235049	0.04602598	0.04312599	0.02837613	0.04747017	0.03528144
2080	0.04477756	0.02270518	0.02420900	0.02921912	0.03096216	0.03704370	0.04274306	0.03288747	0.04072378	0.02427362	0.04256785	0.03961220	0.02137236	0.04929199	0.03688891	0.03947879	0.04884268	0.02217315	0.04121498	0.04518031	0.04837462	0.02058160	0.02069424	0.03926200	0.03480981	0.04791469	0.03869862	0.03349655
2100	0.04979886	0.02046771	0.02193277	0.02931579	0.02633400	0.04324565	0.04351298	0.04179499	0.03631474	0.02331382	0.04251804	0.04534378	0.02136970	0.04870556	0.03906525	0.03128435	0.03994241	0.01554418	0.03838359	0.04510762	0.03281292	0.03021244	0.02123195	0.04023170	0.04479189	0.03072266	0.06249675	0.03420389
2120	0.04649493	0.02357144	0.01916813	0.02993399	0.02916017	0.03237377	0.04669179	0.04889915	0.04611010	0.02604770	0.04114626	0.03414751	0.02320257	0.03405218	0.04406895	0.03248028	0.06943499	0.02232958	0.03046171	0.04065734	0.04669773	0.02461624	0.02828401	0.03479871	0.04127567	0.03284927	0.04044023	0.03060562
2140	0.04871676	0.02267256	0.01937835	0.02649075	0.03415520	0.04808189	0.04991494	0.02887775	0.04312970	0.02671539	0.04107653	0.04157178	0.01920001	0.03803199	0.04161021	0.03254833	0.03696915	0.01633677	0.04315575	0.03840728	0.03626973	0.02376947	0.02234834	0.04236381	0.04367782	0.04456256	0.05166022	0.03830696
2160	0.04878093	0.01381400	0.02257456	0.02275694	0.03136722	0.03084663	0.03965672	0.04020001	0.04251031	0.02794433	0.03977555	0.03896125	0.03190229	0.02781111	0.04042628	0.04338233	0.04421280	0.01587948	0.04634781	0.03941790	0.05057711	0.02856595	0.02473615	0.04203419	0.04172269	0.04449989	0.04588912	0.03340648
2180	0.04017829	0.02738182	0.02303523	0.02855233	0.02933024	0.03551264	0.03929472	0.04164959	0.02897771	0.01740480	0.04281928	0.03402763	0.02670882	0.05449321	0.04033072	0.03837033	0.05524031	0.02840252	0.04139206	0.03491780	0.04199618	0.02710303	0.02572022	0.03721146	0.04393050	0.04242383	0.03657832	0.03701641
2200	0.04307275	0.02184281	0.02281419	0.02419705	0.03046809	0.03245297	0.03398211	0.03566182	0.04156772	0.02843339	0.04047080	0.04216641	0.01294843	0.05690939	0.04568127	0.03730779	0.04979528	0.01799205	0.04532507	0.04883087	0.04528282	0.02592202	0.02705784	0.04234487	0.02682891	0.04549009	0.04783816	0.02731500
2220	0.04792953	0.02175869	0.02770837	0.02668814	0.03582366	0.02877706	0.04010400	0.04612343	0.04092754	0.01989413	0.04002794	0.04591472	0.01494302	0.04000802	0.04590064	0.04120154	0.04534823	0.01872504	0.02541714	0.04604047	0.05203637	0.02304059	0.02621045	0.04446728	0.04806299	0.03018482	0.04911030	0.02762591
2240	0.05412390	0.02125769	0.03150118	0.02523585	0.02464452	0.03262572	0.03771986	0.04263339	0.04233644	0.02076154	0.02708554	0.03877644	0.01780918	0.05831991	0.03894313	0.02873155	0.03888218	0.02760890	0.04095340	0.04012718	0.05176664	0.02881648	0.01979531	0.03598726	0.05234882	0.04192010	0.04223178	0.03705611
2260	0.04015197	0.01662751	0.03338412	0.03039289	0.02979123	0.03089439	0.03900532	0.04663374	0.04202307	0.02425129	0.03320924	0.03313287	0.02719549	0.04295003	0.04318558	0.03524573	0.04600068	0.02267275	0.04792775	0.03733713	0.04884991	0.02718017	0.01401422	0.03414813	0.03900173	0.04084870	0.05986851	0.03407586
2280	0.04149932	0.02071782	0.01674583	0.02235971	0.03338711	0.04380330	0.03397829	0.03854530	0.03157728	0.02228565	0.04273254	0.03885734	0.01166618	0.05000051	0.04453666	0.04423351	0.04719570	0.02192696	0.04311950	0.04679582	0.04757411	0.02171720	0.02597312	0.04251759	0.03399934	0.05467626	0.04699648	0.03058158
2300	0.05030160	0.01891087	0.03894590	0.02603171	0.03505511	0.03415742	0.04350521	0.03732252	0.03526151	0.02634940	0.03718486	0.04104539	0.01752547	0.04065955	0.03928432	0.03212610	0.05076824	0.00618961	0.04831898	0.05587976	0.04231296	0.01926157	0.02206642	0.04700325	0.03721417	0.03765669	0.04763685	0.03202457
2320	0.03972462	0.02413460	0.03894383	0.02637628	0.03136479	0.05079453	0.05260356	0.03623923	0.03799612	0.02690710	0.03530784	0.03643561	0.02238831	0.03529765	0.03606421	0.04323335	0.04027574	0.01994208	0.05567082	0.03422346	0.04327397	0.02033844	0.01992639	0.04523703	0.03955864	0.03315265	0.03972378	0.03486534
2340	0.04363065	0.01832642	0.02573207	0.02583956	0.03571217	0.03793656	0.04444243	0.04521270	0.03707023	0.02357470	0.04267629	0.04292837	0.03125067	0.03545732	0.03937666	0.04087987	0.03356653	0.01647890	0.04071225	0.04705083	0.03879011	0.02823331	0.01726998	0.04062875	0.04658469	0.03725736	0.04072720	0.04265340
2360	0.04479187	0.01766703	0.02945766	0.03142240	0.03187236	0.03273530	0.04443818	0.03126164	0.04212177	0.03131635	0.05024158	0.03994629	0.01775721	0.04127914	0.04000705	0.03720513	0.04322961	0.02066096	0.04601382	0.05147470	0.03952187	0.02319667	0.02101425	0.03843684	0.03840688	0.03186687	0.04768099	0.03497561
2380	0.05777212	0.01607257	0.03197894	0.02340856	0.03015905	0.03046304	0.04332190	0.05070079	0.04400693	0.02713769	0.03811470	0.04152981	0.02163115	0.04384538	0.03597855	0.04445792	0.02876314	0.02178427	0.03506330	0.02590478	0.05097211	0.03173101	0.02335053	0.03778943	0.04263949	0.03464399	0.04586422	0.04091460
2400	0.04158859	0.01953667	0.01724714	0.02509142	0.04322000	0.04039021	0.04872321	0.04270563	0.03468606	0.02456643	0.04228297	0.04116666	0.01501017	0.04380379	0.04332287	0.04621561	0.02787026	0.01905279	0.03255191	0.04046184	0.05012703	0.03385579	0.02433986	0.04460456	0.04441058	0.02768865	0.04455243	0.04092687
2420	0.05166638	0.02259528	0.01851133	0.02310786	0.03475853	0.02612694	0.03710603	0.04646420	0.03786209	0.03203629	0.03923368	0.03711186	0.02406954	0.05515452	0.04697093	0.03582181	0.03955131	0.02245447	0.04965134	0.04541531	0.04463161	0.02241050	0.02370780	0.03718065	0.03652910	0.04054321	0.04122546	0.02810198
2440	0.04188584	0.02053759	0.02473424	0.02941632	0.03118115	0.04326523	0.04165429	0.03305129	0.03421492	0.02409612	0.04648585	0.03931947	0.01903569	0.05028372	0.03765332	0.05195575	0.03021585	0.01077753	0.04529031	0.04984231	0.03688167	0.02489786	0.02528765	0.03775241	0.04527951	0.04974577	0.04037400	0.03488432
2460	0.03334081	0.02485792	0.01722726	0.02456670	0.03627170	0.03125049	0.03714848	0.04153684	0.04127047	0.02625973	0.04749482	0.03934287	0.01790771	0.05018239	0.04705252	0.04411547	0.04377542	0.02211236	0.03453530	0.04360288	0.04020341	0.03046819	0.02941210	0.03860446	0.05824572	0.02339747	0.03993630	0.03588020
2480	0.03969219	0.01802611	0.02173964	0.02323001	0.02827076	0.03828572	0.04392921	0.03949340	0.03275369	0.02390123	0.04577037	0.03983853	0.03006202	0.03734511	0.04939181	0.05059699	0.03748131	0.01826622	0.03987815	0.04072132	0.05197417	0.02189232	0.01990761	0.04292921	0.03751872	0.03932839	0.05825885	0.02951695
2500	0.03394739	0.02457837	0.02607794	0.02725500	0.02882358	0.03228554	0.03876677	0.04419280	0.04319643	0.02410523	0.03853770	0.03359110	0.01959779	0.04380314	0.03999077	0.04367934	0.04487679	0.01447764	0.04588831	0.04474969	0.05704985	0.02830631	0.02254779	0.03817563	0.05029925	0.02898342	0.04465003	0.03756640
2520	0.04893734	0.01864844	0.02522750	0.02650123	0.03016838	0.03207769	0.04079211	0.04485836	0.04814881	0.01861377	0.03922409	0.03709335	0.03086088	0.05080460	0.03874455	0.04691672	0.04193710	0.02524220	0.03935124	0.03807646	0.04935478	0.02095138	0.02159371	0.03521703	0.02688292	0.03777191	0.04922959	0.03677388
2540	0.04241609	0.01807599	0.02644300	0.02967744	0.02825946	0.03892310	0.04027750	0.04129540	0.04586226	0.02035258	0.04095849	0.03615105	0.03241748	0.03897951	0.04148388	0.03590710	0.04438063	0.02802285	0.04414885	0.04309992	0.04058033	0.02697820	0.02231758	0.03907107	0.03416983	0.03466060	0.05019917	0.03489064
2560	0.03637940	0.02555272	0.03207379	0.02469355	0.03717489	0.05624730	0.04896682	0.02575708	0.04462287	0.02150231	0.03410707	0.03751715	0.01467851	0.04304814	0.03966478	0.03531975	0.05644088	0.01481585	0.03740216	0.03852576	0.05051199	0.03038368	0.02017306	0.04208670	0.03448926	0.03882639	0.04981895	0.02921918
2580	0.04460673	0.02274062	0.03406546	0.02896467	0.02930821	0.03882535	0.05168152	0.05280254	0.04001298	0.02192642	0.03734655	0.03962977	0.01627728	0.03795690	0.04465746	0.03324877	0.03589809	0.02066800	0.04372653	0.04489369	0.04363345	0.02639375	0.02127759	0.03907898	0.03839261	0.02686107	0.04768863	0.03743639
2600	0.03933894	0.02493211	0.02846360	0.03333798	0.03150535	0.04430150	0.03689063	0.04593404	0.04211765	0.02325482	0.03989802	0.03322115	0.02413823	0.03761683	0.03682153	0.04886348	0.04845840	0.02327720	0.03684466	0.04033465	0.04129161	0.02421310	0.01905894	0.04037351	0.03927724	0.03548160	0.04623038	0.03452285
2620	0.03487161	0.01872559	0.02437907	0.02786246	0.03305096	0.04357976	0.03926719	0.03778113	0.03524193	0.02467296	0.04897061	0.03681638	0.02812758	0.04074998	0.04120485	0.03147340	0.04170750	0.01920787	0.04156717	0.04071194	0.04039714	0.02582356	0.02899637	0.04679588	0.04245155	0.05231026	0.04072133	0.03253396
2640	0.05440587	0.02319597	0.02272096	0.02094270	0.03686002	0.04632717	0.04494579	0.03875568	0.04012463	0.02399289	0.03184389	0.03384191	0.01629983	0.05004867	0.04327148	0.03220392	0.03327773	0.01991286	0.03173060	0.04991247	0.05113484	0.02539231	0.02019850	0.03407156	0.04281686	0.04969604	0.04356471	0.03851013
2660	0.04379138	0.01839939	0.03232396	0.02631865	0.03733864	0.03066525	0.04345785	0.03317852	0.03797734	0.02701093	0.03193729	0.03521684	0.03289441	0.03921960	0.03584557	0.04147004	0.04393069	0.02118392	0.04010306	0.03961160	0.05127193	0.02930191	0.01723177	0.04592958	0.04463974	0.03723035	0.04724507	0.03527473
2680	0.04761249	0.01946204	0.02577397	0.03890752	0.03334775	0.03275938	0.05141837	0.04062503	0.03025036	0.02264530	0.03144694	0.03855441	0.01495139	0.05422544	0.03712097	0.03882073	0.04874032	0.02079415	0.04432366	0.04073788	0.04360677	0.02058423	0.02526922	0.03449937	0.03541969	0.03752476	0.05375843	0.03681944
2700	0.04845563	0.02553362	0.02577369	0.02053527	0.03059139	0.03184359	0.03115048	0.03630937	0.03103156	0.02740336	0.04990814	0.03869644	0.02326934	0.04370899	0.04175698	0.03551427	0.03950567	0.02106723	0.03869413	0.04157130	0.06226559	0.02936494	0.02851014	0.03836281	0.03803733	0.04169410	0.04991880	0.02952584
2720	0.03417800	0.01942814	0.03576522	0.03277233	0.03045717	0.02973215	0.04819076	0.03522902	0.03751695	0.02045414	0.04442240	0.03335236	0.03290682	0.04929148	0.04089239	0.04234600	0.03419246	0.01897110	0.04506845	0.04362212	0.03942925	0.02554236	0.02497506	0.04322473	0.04956298	0.03126397	0.04795122	0.02926096
2740	0.04492195	0.01916014	0.03274821	0.02583799	0.02773727	0.02283658	0.04035952	0.03597368	0.04310576	0.02814846	0.02448024	0.04828129	0.02128247	0.03989055	0.03507582	0.04021215	0.03692015	0.02695758	0.03902295	0.04468498	0.04738618	0.02052238	0.02834155	0.04343909	0.03716005	0.04520088	0.06466910	0.03564302
2760	0.04150987	0.02164476	0.02526536	0.02620924	0.02967213	0.02602284	0.05466938	0.03329294	0.04083406	0.02561770	0.03613008	0.03679575	0.02668405	0.05406467	0.04070097	0.03685575	0.05097933	0.01835662	0.04477935	0.04515988	0.03108234	0.02192219	0.02137834	0.03801381	0.04198207	0.04365151	0.04882010	0.03790493
2780	0.04271365	0.01756763	0.02106980	0.03051103	0.02844941	0.03321643	0.04470949	0.05599946	0.04707982	0.02696816	0.04013708	0.03949684	0.02986360	0.03941955	0.04682489	0.04095360	0.04175115	0.02081952	0.04141768	0.04011278	0.04375009	0.02805159	0.02481212	0.03642449	0.02316005	0.03994950	0.04553118	0.02923940
2800	0.04846703	0.02417941	0.02619754	0.02888819	0.03676025	0.02937464	0.03336588	0.03713750	0.03581835	0.02843907	0.03443149	0.04217995	0.02577625	0.04322268	0.03933866	0.04098580	0.05092670	0.02574479	0.05442847	0.03588526	0.04190401	0.02345133	0.01894644	0.03582778	0.04077754	0.02956481	0.05538746	0.03259273
2820	0.04282337	0.01930558	0.02599546	0.02939892	0.02952942	0.02476844	0.04208099	0.03901788	0.03799324	0.02822802	0.04144480	0.04521298	0.02270807	0.03947713	0.04465336	0.02704244	0.04108955	0.02304164	0.03760632	0.04147690	0.05331894	0.02423247	0.02561792	0.04218098	0.04769876	0.04078230	0.04434923	0.03892491
2840	0.03753424	0.02267979	0.01519290	0.01985574	0.02880333	0.03897739	0.03763047	0.04168410	0.03978589	0.03175941	0.04035404	0.03889150	0.01287247	0.04168715	0.04629506	0.04714916	0.04456433	0.01639259	0.04725981	0.03998567	0.04690087	0.02745222	0.02417908	0.04051235	0.04414148	0.04390788	0.05014770	0.03340338
2860	0.04214624	0.01928991	0.03033423	0.02577829	0.04011315	0.03074124	0.04778003	0.04525455	0.04620535	0.02154222	0.04088285	0.03676963	0.02720309	0.03676728	0.03969689	0.04154898	0.05530268	0.01862193	0.03902579	0.03764506	0.04245996	0.02108109	0.01903776	0.04324828	0.03971069	0.03794001	0.03998285	0.03388996
